attendance_id,employee_id,attendance_date,status,overtime_hours
3777,1191,2026-06-17,Present,0.0
3778,1191,2026-06-16,P,0.0
3779,1191,2026-06-15,Present,1.5
3780,1191,2026-06-12,Present,3.0
3781,1235,2026-07-10,Present,3.0
3782,1235,2026-07-09,Present,0.0
3783,1235,2026-07-08,Present,1.5
3784,1235,2026-07-07,Work From Home,1.0
3785,1235,2026-07-06,Present,0.0
3786,1235,2026-07-03,P,2.0
3787,1235,2026-07-02,Present,0.0
3788,1235,2026-07-01,Present,0.0
3789,1235,2026-06-30,Present,3.0
3790,1235,2026-06-29,Present,2.0
3791,1235,2026-06-26,Present,0.0
3792,1235,2026-06-25,P,0.0
3793,1235,2026-06-24,Leave,1.0
3794,1235,2026-06-23,Absent,0.0
3795,1235,2026-06-22,Present,0.0
3796,1235,2026-06-19,Present,2.0
3797,1235,2026-06-18,Work From Home,1.0
3798,1235,2026-06-17,Present,1.0
3799,1235,2026-06-16,Work From Home,0.0
3800,1235,2026-06-15,Leave,0.0
3801,1235,2026-06-12,Present,0.0
3802,1617,2026-07-10,Present,0.0
3803,1617,2026-07-09,Work From Home,0.0
3804,1617,2026-07-08,Present,0.0
3805,1617,2026-07-07,Present,0.0
3806,1617,2026-07-06,Absent,1.5
3807,1617,2026-07-03,Present,0.0
3808,1617,2026-07-02,Present,0.0
3809,1617,2026-07-01,Present,0.0
3810,1617,2026-06-30,Present,0.0
3811,1617,2026-06-29,Present,0.0
3812,1617,2026-06-26,Present,0.0
3813,1617,2026-06-25,Present,0.0
3814,1617,2026-06-24,Present,0.0
3815,1617,2026-06-23,Present,0.0
3816,1617,2026-06-22,Present,2.0
3817,1617,2026-06-19,Present,2.0
3818,1617,2026-06-18,Present,0.0
3819,1617,2026-06-17,Present,0.0
3820,1617,2026-06-16,Present,0.0
3821,1617,2026-06-15,Present,1.0
3822,1617,2026-06-12,Present,1.5
3823,1330,2026-07-10,Present,0.0
3824,1330,2026-07-09,Present,0.0
3825,1330,2026-07-08,Present,1.0
3826,1330,2026-07-07,Present,0.0
3827,1330,2026-07-06,Present,1.5
3828,1330,2026-07-03,Present,2.0
3829,1330,2026-07-02,Present,0.0
3830,1330,2026-07-01,P,0.0
3831,1330,2026-06-30,Present,3.0
3832,1330,2026-06-29,Work From Home,0.0
3833,1330,2026-06-26,Present,1.0
3834,1330,2026-06-25,Present,1.5
3835,1330,2026-06-24,Present,2.0
3836,1330,2026-06-23,Present,0.0
3837,1330,2026-06-22,Present,1.5
3838,1330,2026-06-19,Present,1.0
3839,1330,2026-06-18,Leave,1.5
3840,1330,2026-06-17,Leave,0.0
3841,1330,2026-06-16,Present,2.0
3842,1330,2026-06-15,Present,0.0
3843,1330,2026-06-12,Present,0.0
3844,1271,2026-07-10,Present,0.0
3845,1271,2026-07-09,Present,2.0
3846,1271,2026-07-08,Leave,1.0
3847,1271,2026-07-07,Present,1.5
3848,1271,2026-07-06,Present,3.0
3849,1271,2026-07-03,Present,0.0
3850,1271,2026-07-02,Absent,0.0
3851,1271,2026-07-01,Leave,0.0
3852,1271,2026-06-30,Work From Home,0.0
3853,1271,2026-06-29,Present,3.0
3854,1271,2026-06-26,Present,1.5
3855,1271,2026-06-25,P,2.0
3856,1271,2026-06-24,Present,1.5
3857,1271,2026-06-23,Present,0.0
3858,1271,2026-06-22,Present,2.0
3859,1271,2026-06-19,P,0.0
3860,1271,2026-06-18,Present,1.0
3861,1271,2026-06-17,Present,0.0
3862,1271,2026-06-16,Present,0.0
3863,1271,2026-06-15,Leave,0.0
3864,1271,2026-06-12,Leave,1.0
3865,1571,2026-07-10,Absent,1.5
3866,1571,2026-07-09,Present,3.0
3867,1571,2026-07-08,Present,2.0
3868,1571,2026-07-07,Absent,1.0
3869,1571,2026-07-06,Present,1.0
3870,1571,2026-07-03,Present,0.0
3871,1571,2026-07-02,Present,2.0
3872,1571,2026-07-01,Present,0.0
3873,1571,2026-06-30,Work From Home,0.0
3874,1571,2026-06-29,Present,1.5
3875,1571,2026-06-26,Present,0.0
3876,1571,2026-06-25,Present,0.0
3877,1571,2026-06-24,Present,0.0
3878,1571,2026-06-23,Present,0.0
3879,1571,2026-06-22,Present,1.5
3880,1571,2026-06-19,Present,1.5
3881,1571,2026-06-18,Absent,3.0
3882,1571,2026-06-17,P,0.0
3883,1571,2026-06-16,Work From Home,2.0
3884,1571,2026-06-15,Present,0.0
3885,1571,2026-06-12,Present,0.0
3886,1042,2026-07-10,Present,0.0
3887,1042,2026-07-09,Present,0.0
3888,1042,2026-07-08,Present,1.5
3889,1042,2026-07-07,Work From Home,0.0
3890,1042,2026-07-06,Present,1.0
3891,1042,2026-07-03,Present,2.0
3892,1042,2026-07-02,Present,0.0
3893,1042,2026-07-01,Present,1.0
3894,1042,2026-06-30,Present,0.0
3895,1042,2026-06-29,Present,1.5
3896,1042,2026-06-26,Present,0.0
3897,1042,2026-06-25,Present,0.0
3898,1042,2026-06-24,Absent,0.0
3899,1042,2026-06-23,Absent,0.0
3900,1042,2026-06-22,Present,0.0
3901,1042,2026-06-19,P,1.5
3902,1042,2026-06-18,Present,1.0
3903,1042,2026-06-17,Present,2.0
3904,1042,2026-06-16,Present,2.0
3905,1042,2026-06-15,Present,0.0
3906,1042,2026-06-12,Present,1.5
3907,1450,2026-07-10,Present,2.0
3908,1450,2026-07-09,Work From Home,1.0
3909,1450,2026-07-08,Present,0.0
3910,1450,2026-07-07,Leave,0.0
3911,1450,2026-07-06,Leave,1.5
3912,1450,2026-07-03,Present,0.0
3913,1450,2026-07-02,Present,3.0
3914,1450,2026-07-01,Present,3.0
3915,1450,2026-06-30,Present,0.0
3916,1450,2026-06-29,P,0.0
3917,1450,2026-06-26,Present,0.0
3918,1450,2026-06-25,Present,2.0
3919,1450,2026-06-24,P,0.0
3920,1450,2026-06-23,Present,0.0
3921,1450,2026-06-22,Present,0.0
3922,1450,2026-06-19,Present,0.0
3923,1450,2026-06-18,Present,3.0
3924,1450,2026-06-17,Present,0.0
3925,1450,2026-06-16,Present,1.0
3926,1450,2026-06-15,Present,2.0
3927,1450,2026-06-12,Present,1.0
3928,1015,2026-07-10,Present,2.0
3929,1015,2026-07-09,Present,2.0
3930,1015,2026-07-08,Present,1.5
3931,1015,2026-07-07,Present,0.0
3932,1015,2026-07-06,Present,2.0
3933,1015,2026-07-03,Present,0.0
3934,1015,2026-07-02,Present,0.0
3935,1015,2026-07-01,Present,0.0
3936,1015,2026-06-30,P,3.0
3937,1015,2026-06-29,Present,0.0
3938,1015,2026-06-26,Present,0.0
3939,1015,2026-06-25,Present,2.0
3940,1015,2026-06-24,Present,0.0
3941,1015,2026-06-23,Present,0.0
3942,1015,2026-06-22,Present,1.5
3943,1015,2026-06-19,Present,2.0
3944,1015,2026-06-18,Present,0.0
3945,1015,2026-06-17,Present,2.0
3946,1015,2026-06-16,Present,0.0
3947,1015,2026-06-15,Present,3.0
3948,1015,2026-06-12,Present,1.5
3949,1297,2026-07-10,Present,0.0
3950,1297,2026-07-09,Present,3.0
3951,1297,2026-07-08,Present,2.0
3952,1297,2026-07-07,Present,3.0
3953,1297,2026-07-06,Present,2.0
3954,1297,2026-07-03,Present,0.0
3955,1297,2026-07-02,Leave,3.0
3956,1297,2026-07-01,Leave,3.0
3957,1297,2026-06-30,Present,0.0
3958,1297,2026-06-29,Absent,1.5
3959,1297,2026-06-26,Present,0.0
3960,1297,2026-06-25,Present,0.0
3961,1297,2026-06-24,Present,1.5
3962,1297,2026-06-23,Leave,1.0
3963,1297,2026-06-22,Present,3.0
3964,1297,2026-06-19,Present,0.0
3965,1297,2026-06-18,P,0.0
3966,1297,2026-06-17,Present,0.0
3967,1297,2026-06-16,Absent,1.5
3968,1297,2026-06-15,Present,3.0
3969,1297,2026-06-12,Absent,1.0
3970,1802,2026-07-10,Work From Home,3.0
3971,1802,2026-07-09,Present,2.0
3972,1802,2026-07-08,Present,1.0
3973,1802,2026-07-07,Present,0.0
3974,1802,2026-07-06,Present,0.0
3975,1802,2026-07-03,Present,1.5
3976,1802,2026-07-02,Present,1.0
3977,1802,2026-07-01,Present,2.0
3978,1802,2026-06-30,Present,3.0
3979,1802,2026-06-29,Present,3.0
3980,1802,2026-06-26,Present,0.0
3981,1802,2026-06-25,Present,1.0
3982,1802,2026-06-24,Leave,0.0
3983,1802,2026-06-23,Present,0.0
3984,1802,2026-06-22,Present,1.5
3985,1802,2026-06-19,Work From Home,1.5
3986,1802,2026-06-18,Work From Home,0.0
3987,1802,2026-06-17,Present,0.0
3988,1802,2026-06-16,Present,1.0
3989,1802,2026-06-15,Present,0.0
3990,1802,2026-06-12,Present,3.0
3991,1212,2026-07-10,Present,0.0
3992,1212,2026-07-09,Present,1.5
3993,1212,2026-07-08,Present,1.5
3994,1212,2026-07-07,Present,1.0
3995,1212,2026-07-06,Present,0.0
3996,1212,2026-07-03,Present,3.0
3997,1212,2026-07-02,Present,0.0
3998,1212,2026-07-01,Absent,3.0
3999,1212,2026-06-30,Present,1.0
4000,1212,2026-06-29,Present,1.0
4001,1212,2026-06-26,Present,0.0
4002,1212,2026-06-25,Present,0.0
4003,1212,2026-06-24,Leave,3.0
4004,1212,2026-06-23,Leave,1.5
4005,1212,2026-06-22,Present,3.0
4006,1212,2026-06-19,Present,1.5
4007,1212,2026-06-18,Present,2.0
4008,1212,2026-06-17,Present,0.0
4009,1212,2026-06-16,Present,0.0
4010,1212,2026-06-15,Present,0.0
4011,1212,2026-06-12,Present,0.0
4012,1703,2026-07-10,Present,1.0
4013,1703,2026-07-09,Present,2.0
4014,1703,2026-07-08,Present,2.0
4015,1703,2026-07-07,Work From Home,2.0
4016,1703,2026-07-06,Present,1.0
4017,1703,2026-07-03,Present,0.0
4018,1703,2026-07-02,Present,2.0
4019,1703,2026-07-01,Present,0.0
4020,1703,2026-06-30,Present,3.0
4021,1703,2026-06-29,Present,1.0
4022,1703,2026-06-26,Absent,3.0
4023,1703,2026-06-25,Present,0.0
4024,1703,2026-06-24,Work From Home,1.0
4025,1703,2026-06-23,Present,0.0
4026,1703,2026-06-22,Present,1.5
4027,1703,2026-06-19,Present,1.5
4028,1703,2026-06-18,Present,3.0
4029,1703,2026-06-17,Present,1.0
4030,1703,2026-06-16,Leave,0.0
4031,1703,2026-06-15,Present,0.0
4032,1703,2026-06-12,Present,1.0
4033,1739,2026-07-10,Present,0.0
4034,1739,2026-07-09,Present,0.0
4035,1739,2026-07-08,Leave,3.0
4036,1739,2026-07-07,Present,1.5
4037,1739,2026-07-06,Work From Home,1.0
4038,1739,2026-07-03,Present,3.0
4039,1739,2026-07-02,Leave,2.0
4040,1739,2026-07-01,Present,0.0
4041,1739,2026-06-30,Present,0.0
4042,1739,2026-06-29,Present,0.0
4043,1739,2026-06-26,Work From Home,0.0
4044,1739,2026-06-25,P,0.0
4045,1739,2026-06-24,Work From Home,3.0
4046,1739,2026-06-23,Present,0.0
4047,1739,2026-06-22,Present,0.0
4048,1739,2026-06-19,Leave,2.0
4049,1739,2026-06-18,Present,0.0
4050,1739,2026-06-17,Present,0.0
4051,1739,2026-06-16,Work From Home,0.0
4052,1739,2026-06-15,Absent,1.5
4053,1739,2026-06-12,Present,0.0
4054,1819,2026-07-10,Present,3.0
4055,1819,2026-07-09,Present,0.0
4056,1819,2026-07-08,Present,1.0
4057,1819,2026-07-07,Present,0.0
4058,1819,2026-07-06,Present,0.0
4059,1819,2026-07-03,Work From Home,0.0
4060,1819,2026-07-02,Present,1.0
4061,1819,2026-07-01,Work From Home,3.0
4062,1819,2026-06-30,Present,0.0
4063,1819,2026-06-29,Present,0.0
4064,1819,2026-06-26,Present,1.0
4065,1819,2026-06-25,P,1.0
4066,1819,2026-06-24,Present,1.5
4067,1819,2026-06-23,Work From Home,0.0
4068,1819,2026-06-22,Absent,0.0
4069,1819,2026-06-19,Present,1.5
4070,1819,2026-06-18,Present,0.0
4071,1819,2026-06-17,Work From Home,2.0
4072,1819,2026-06-16,Present,1.5
4073,1819,2026-06-15,Present,0.0
4074,1819,2026-06-12,Present,1.0
4075,1538,2026-07-10,Present,1.0
4076,1538,2026-07-09,Leave,1.5
4077,1538,2026-07-08,Present,1.5
4078,1538,2026-07-07,Present,0.0
4079,1538,2026-07-06,Present,0.0
4080,1538,2026-07-03,Present,1.5
4081,1538,2026-07-02,Present,1.5
4082,1538,2026-07-01,Present,3.0
4083,1538,2026-06-30,Present,0.0
4084,1538,2026-06-29,Present,0.0
4085,1538,2026-06-26,Present,0.0
4086,1538,2026-06-25,Present,0.0
4087,1538,2026-06-24,Present,3.0
4088,1538,2026-06-23,Present,0.0
4089,1538,2026-06-22,Work From Home,0.0
4090,1538,2026-06-19,Leave,0.0
4091,1538,2026-06-18,Work From Home,0.0
4092,1538,2026-06-17,Present,1.5
4093,1538,2026-06-16,Work From Home,1.0
4094,1538,2026-06-15,Present,2.0
4095,1538,2026-06-12,Present,1.5
4096,1224,2026-07-10,Present,1.0
4097,1224,2026-07-09,P,0.0
4098,1224,2026-07-08,Present,2.0
4099,1224,2026-07-07,Present,3.0
4100,1224,2026-07-06,Present,0.0
4101,1224,2026-07-03,Present,3.0
4102,1224,2026-07-02,Present,1.0
4103,1224,2026-07-01,Present,2.0
4104,1224,2026-06-30,Absent,0.0
4105,1224,2026-06-29,Present,1.0
4106,1224,2026-06-26,Present,1.0
4107,1224,2026-06-25,Present,3.0
4108,1224,2026-06-24,Leave,1.0
4109,1224,2026-06-23,Work From Home,3.0
4110,1224,2026-06-22,Present,1.5
4111,1224,2026-06-19,Present,0.0
4112,1224,2026-06-18,Present,0.0
4113,1224,2026-06-17,Present,1.0
4114,1224,2026-06-16,Present,1.0
4115,1224,2026-06-15,Present,0.0
4116,1224,2026-06-12,Present,3.0
4117,1852,2026-07-10,Present,0.0
4118,1852,2026-07-09,Work From Home,3.0
4119,1852,2026-07-08,Present,0.0
4120,1852,2026-07-07,P,1.0
4121,1852,2026-07-06,Present,2.0
4122,1852,2026-07-03,Present,3.0
4123,1852,2026-07-02,Present,0.0
4124,1852,2026-07-01,Work From Home,0.0
4125,1852,2026-06-30,Work From Home,1.5
4126,1852,2026-06-29,Present,3.0
4127,1852,2026-06-26,Present,1.0
4128,1852,2026-06-25,Present,1.5
4129,1852,2026-06-24,Present,1.5
4130,1852,2026-06-23,Present,0.0
4131,1852,2026-06-22,Absent,3.0
4132,1852,2026-06-19,Present,0.0
4133,1852,2026-06-18,Work From Home,0.0
4134,1852,2026-06-17,Present,3.0
4135,1852,2026-06-16,Present,1.0
4136,1852,2026-06-15,Work From Home,1.0
4137,1852,2026-06-12,Present,3.0
4138,1862,2026-07-10,Present,3.0
4139,1862,2026-07-09,Present,0.0
4140,1862,2026-07-08,Present,0.0
4141,1862,2026-07-07,Wfh,0.0
4142,1862,2026-07-06,Present,1.0
4143,1862,2026-07-03,Wfh,2.0
4144,1862,2026-07-02,Work From Home,3.0
4145,1862,2026-07-01,Absent,0.0
4146,1862,2026-06-30,Present,0.0
4147,1862,2026-06-29,Present,0.0
4148,1862,2026-06-26,Present,1.0
4149,1862,2026-06-25,Leave,2.0
4150,1862,2026-06-24,Present,0.0
4151,1862,2026-06-23,Present,0.0
4152,1862,2026-06-22,Present,0.0
4153,1862,2026-06-19,Present,0.0
4154,1862,2026-06-18,Present,2.0
4155,1862,2026-06-17,Work From Home,0.0
4156,1862,2026-06-16,Present,0.0
4157,1862,2026-06-15,Present,3.0
4158,1862,2026-06-12,Present,2.0
4159,1475,2026-07-10,Work From Home,0.0
4160,1475,2026-07-09,Leave,3.0
4161,1475,2026-07-08,Present,3.0
4162,1475,2026-07-07,Present,0.0
4163,1475,2026-07-06,Present,1.0
4164,1475,2026-07-03,Present,2.0
4165,1475,2026-07-02,Leave,2.0
4166,1475,2026-07-01,Present,1.5
4167,1475,2026-06-30,Present,3.0
4168,1475,2026-06-29,Work From Home,2.0
4169,1475,2026-06-26,Present,0.0
4170,1475,2026-06-25,Present,3.0
4171,1475,2026-06-24,Present,1.5
4172,1475,2026-06-23,Present,0.0
4173,1475,2026-06-22,Present,1.5
4174,1475,2026-06-19,Leave,0.0
4175,1475,2026-06-18,Present,0.0
4176,1475,2026-06-17,Present,0.0
4177,1475,2026-06-16,Present,2.0
4178,1475,2026-06-15,Present,0.0
4179,1475,2026-06-12,Present,0.0
4180,1318,2026-07-10,Present,2.0
4181,1318,2026-07-09,Present,3.0
4182,1318,2026-07-08,Present,1.0
4183,1318,2026-07-07,Present,1.5
4184,1318,2026-07-06,Absent,3.0
4185,1318,2026-07-03,Present,2.0
4186,1318,2026-07-02,Present,0.0
4187,1318,2026-07-01,Present,2.0
4188,1318,2026-06-30,Present,0.0
4189,1318,2026-06-29,Work From Home,0.0
4190,1318,2026-06-26,Present,2.0
4191,1318,2026-06-25,Present,0.0
4192,1318,2026-06-24,Present,3.0
4193,1318,2026-06-23,Present,2.0
4194,1318,2026-06-22,Present,0.0
4195,1318,2026-06-19,Present,0.0
4196,1318,2026-06-18,Present,0.0
4197,1318,2026-06-17,Work From Home,1.0
4198,1318,2026-06-16,Absent,0.0
4199,1318,2026-06-15,Present,3.0
4200,1318,2026-06-12,Present,1.5
4201,1471,2026-07-10,Present,3.0
4202,1471,2026-07-09,Present,1.5
4203,1471,2026-07-08,Present,0.0
4204,1471,2026-07-07,Present,1.5
4205,1471,2026-07-06,Present,1.0
4206,1471,2026-07-03,Present,0.0
4207,1471,2026-07-02,Absent,3.0
4208,1471,2026-07-01,Present,0.0
4209,1471,2026-06-30,Present,3.0
4210,1471,2026-06-29,Present,1.5
4211,1471,2026-06-26,Present,0.0
4212,1471,2026-06-25,Present,3.0
4213,1471,2026-06-24,Present,3.0
4214,1471,2026-06-23,Present,1.0
4215,1471,2026-06-22,Present,2.0
4216,1471,2026-06-19,Present,0.0
4217,1471,2026-06-18,Present,2.0
4218,1471,2026-06-17,Present,2.0
4219,1471,2026-06-16,Present,0.0
4220,1471,2026-06-15,Present,3.0
4221,1471,2026-06-12,Present,1.5
4222,1483,2026-07-10,Present,3.0
4223,1483,2026-07-09,Present,2.0
4224,1483,2026-07-08,Present,2.0
4225,1483,2026-07-07,Work From Home,3.0
4226,1483,2026-07-06,Leave,1.0
4227,1483,2026-07-03,Work From Home,0.0
4228,1483,2026-07-02,Present,1.5
4229,1483,2026-07-01,Present,0.0
4230,1483,2026-06-30,Present,2.0
4231,1483,2026-06-29,Absent,3.0
4232,1483,2026-06-26,Present,0.0
4233,1483,2026-06-25,Present,0.0
4234,1483,2026-06-24,Work From Home,2.0
4235,1483,2026-06-23,Present,0.0
4236,1483,2026-06-22,Present,1.0
4237,1483,2026-06-19,Work From Home,2.0
4238,1483,2026-06-18,Present,3.0
4239,1483,2026-06-17,Present,1.0
4240,1483,2026-06-16,Present,1.0
4241,1483,2026-06-15,Present,1.0
4242,1483,2026-06-12,Present,0.0
4243,1782,2026-07-10,Present,0.0
4244,1782,2026-07-09,Present,0.0
4245,1782,2026-07-08,Present,0.0
4246,1782,2026-07-07,P,0.0
4247,1782,2026-07-06,Present,0.0
4248,1782,2026-07-03,Present,1.5
4249,1782,2026-07-02,Work From Home,0.0
4250,1782,2026-07-01,Present,1.0
4251,1782,2026-06-30,Present,0.0
4252,1782,2026-06-29,Present,0.0
4253,1782,2026-06-26,Present,0.0
4254,1782,2026-06-25,Present,3.0
4255,1782,2026-06-24,Work From Home,2.0
4256,1782,2026-06-23,Present,0.0
4257,1782,2026-06-22,P,0.0
4258,1782,2026-06-19,Present,0.0
4259,1782,2026-06-18,Present,1.5
4260,1782,2026-06-17,Leave,0.0
4261,1782,2026-06-16,Present,1.0
4262,1782,2026-06-15,Present,1.5
4263,1782,2026-06-12,Present,3.0
4264,1770,2026-07-10,Work From Home,0.0
4265,1770,2026-07-09,Present,1.0
4266,1770,2026-07-08,Present,1.0
4267,1770,2026-07-07,Present,2.0
4268,1770,2026-07-06,Present,2.0
4269,1770,2026-07-03,Present,1.0
4270,1770,2026-07-02,Present,3.0
4271,1770,2026-07-01,Present,1.0
4272,1770,2026-06-30,Leave,1.5
4273,1770,2026-06-29,Present,3.0
4274,1770,2026-06-26,Present,0.0
4275,1770,2026-06-25,A,3.0
4276,1770,2026-06-24,Present,3.0
4277,1770,2026-06-23,Present,1.0
4278,1770,2026-06-22,Present,3.0
4279,1770,2026-06-19,Present,3.0
4280,1770,2026-06-18,Present,3.0
4281,1770,2026-06-17,Present,0.0
4282,1770,2026-06-16,Present,1.5
4283,1770,2026-06-15,Present,3.0
4284,1770,2026-06-12,P,3.0
4285,1007,2026-07-10,Present,1.0
4286,1007,2026-07-09,Present,3.0
4287,1007,2026-07-08,Present,3.0
4288,1007,2026-07-07,Present,0.0
4289,1007,2026-07-06,Present,0.0
4290,1007,2026-07-03,Present,3.0
4291,1007,2026-07-02,Work From Home,0.0
4292,1007,2026-07-01,Leave,0.0
4293,1007,2026-06-30,Present,0.0
4294,1007,2026-06-29,Work From Home,2.0
4295,1007,2026-06-26,Present,3.0
4296,1007,2026-06-25,Work From Home,1.5
4297,1007,2026-06-24,Work From Home,2.0
4298,1007,2026-06-23,Wfh,1.5
4299,1007,2026-06-22,Present,0.0
4300,1007,2026-06-19,Present,1.5
4301,1007,2026-06-18,Present,0.0
4302,1007,2026-06-17,Present,2.0
4303,1007,2026-06-16,Absent,1.0
4304,1007,2026-06-15,P,0.0
4305,1007,2026-06-12,Present,0.0
4306,1715,2026-07-10,Present,3.0
4307,1715,2026-07-09,Present,1.0
4308,1715,2026-07-08,Work From Home,0.0
4309,1715,2026-07-07,Present,1.0
4310,1715,2026-07-06,Present,1.0
4311,1715,2026-07-03,Present,1.0
4312,1715,2026-07-02,Present,1.0
4313,1715,2026-07-01,Present,3.0
4314,1715,2026-06-30,Present,0.0
4315,1715,2026-06-29,Present,0.0
4316,1715,2026-06-26,Present,0.0
4317,1715,2026-06-25,Present,0.0
4318,1715,2026-06-24,Present,1.0
4319,1715,2026-06-23,Work From Home,3.0
4320,1715,2026-06-22,Present,2.0
4321,1715,2026-06-19,Present,2.0
4322,1715,2026-06-18,Absent,1.0
4323,1715,2026-06-17,Present,0.0
4324,1715,2026-06-16,Present,2.0
4325,1715,2026-06-15,Present,3.0
4326,1715,2026-06-12,Present,2.0
4327,1019,2026-07-10,Present,2.0
4328,1019,2026-07-09,P,3.0
4329,1019,2026-07-08,Present,1.5
4330,1019,2026-07-07,Present,2.0
4331,1019,2026-07-06,Present,0.0
4332,1019,2026-07-03,Present,1.0
4333,1019,2026-07-02,Present,1.0
4334,1019,2026-07-01,Present,2.0
4335,1019,2026-06-30,Present,0.0
4336,1019,2026-06-29,Absent,0.0
4337,1019,2026-06-26,Present,1.0
4338,1019,2026-06-25,Present,1.5
4339,1019,2026-06-24,Present,2.0
4340,1019,2026-06-23,Present,0.0
4341,1019,2026-06-22,Work From Home,0.0
4342,1019,2026-06-19,Present,0.0
4343,1019,2026-06-18,Work From Home,1.5
4344,1019,2026-06-17,Present,1.0
4345,1019,2026-06-16,Present,1.5
4346,1019,2026-06-15,Present,3.0
4347,1019,2026-06-12,Work From Home,1.0
4348,1227,2026-07-10,Present,0.0
4349,1227,2026-07-09,Present,1.0
4350,1227,2026-07-08,Present,1.0
4351,1227,2026-07-07,Present,1.5
4352,1227,2026-07-06,Present,0.0
4353,1227,2026-07-03,Present,1.0
4354,1227,2026-07-02,Present,1.5
4355,1227,2026-07-01,Present,2.0
4356,1227,2026-06-30,Present,0.0
4357,1227,2026-06-29,Present,2.0
4358,1227,2026-06-26,Present,0.0
4359,1227,2026-06-25,Present,1.0
4360,1227,2026-06-24,Present,0.0
4361,1227,2026-06-23,Present,0.0
4362,1227,2026-06-22,P,1.0
4363,1227,2026-06-19,Work From Home,0.0
4364,1227,2026-06-18,P,3.0
4365,1227,2026-06-17,Present,1.0
4366,1227,2026-06-16,Present,3.0
4367,1227,2026-06-15,Present,3.0
4368,1227,2026-06-12,Present,0.0
4369,1413,2026-07-10,Wfh,0.0
4370,1413,2026-07-09,Present,1.0
4371,1413,2026-07-08,Present,2.0
4372,1413,2026-07-07,Present,0.0
4373,1413,2026-07-06,Present,2.0
4374,1413,2026-07-03,Present,2.0
4375,1413,2026-07-02,Present,1.0
4376,1413,2026-07-01,Present,1.5
4377,1413,2026-06-30,Work From Home,1.0
4378,1413,2026-06-29,Present,0.0
4379,1413,2026-06-26,Present,0.0
4380,1413,2026-06-25,Present,0.0
4381,1413,2026-06-24,Present,0.0
4382,1413,2026-06-23,Present,0.0
4383,1413,2026-06-22,Present,0.0
4384,1413,2026-06-19,Work From Home,0.0
4385,1413,2026-06-18,Absent,1.5
4386,1413,2026-06-17,Present,0.0
4387,1413,2026-06-16,Present,3.0
4388,1413,2026-06-15,P,2.0
4389,1413,2026-06-12,Absent,0.0
4390,1395,2026-07-10,A,3.0
4391,1395,2026-07-09,Present,0.0
4392,1395,2026-07-08,Present,0.0
4393,1395,2026-07-07,Present,0.0
4394,1395,2026-07-06,Present,1.5
4395,1395,2026-07-03,Absent,3.0
4396,1395,2026-07-02,Present,1.5
4397,1395,2026-07-01,Work From Home,2.0
4398,1395,2026-06-30,Present,0.0
4399,1395,2026-06-29,Present,1.0
4400,1395,2026-06-26,Present,1.0
4401,1395,2026-06-25,Present,0.0
4402,1395,2026-06-24,Absent,3.0
4403,1395,2026-06-23,Present,0.0
4404,1395,2026-06-22,Present,0.0
4405,1395,2026-06-19,Present,2.0
4406,1395,2026-06-18,Present,3.0
4407,1395,2026-06-17,Present,0.0
4408,1395,2026-06-16,P,0.0
4409,1395,2026-06-15,Absent,3.0
4410,1395,2026-06-12,Present,0.0
4411,1421,2026-07-10,Present,0.0
4412,1421,2026-07-09,Present,0.0
4413,1421,2026-07-08,Absent,1.5
4414,1421,2026-07-07,Present,0.0
4415,1421,2026-07-06,Present,0.0
4416,1421,2026-07-03,Present,0.0
4417,1421,2026-07-02,Work From Home,0.0
4418,1421,2026-07-01,Present,3.0
4419,1421,2026-06-30,Present,0.0
4420,1421,2026-06-29,Present,0.0
4421,1421,2026-06-26,Present,1.5
4422,1421,2026-06-25,Present,3.0
4423,1421,2026-06-24,Present,0.0
4424,1421,2026-06-23,Absent,2.0
4425,1421,2026-06-22,Present,0.0
4426,1421,2026-06-19,Present,3.0
4427,1421,2026-06-18,Present,0.0
4428,1421,2026-06-17,Present,1.0
4429,1421,2026-06-16,Present,0.0
4430,1421,2026-06-15,Present,0.0
4431,1421,2026-06-12,Leave,1.5
4432,1362,2026-07-10,Work From Home,3.0
4433,1362,2026-07-09,Present,1.0
4434,1362,2026-07-08,Present,0.0
4435,1362,2026-07-07,Absent,0.0
4436,1362,2026-07-06,Leave,2.0
4437,1362,2026-07-03,Present,1.5
4438,1362,2026-07-02,Present,1.5
4439,1362,2026-07-01,Present,0.0
4440,1362,2026-06-30,Present,2.0
4441,1362,2026-06-29,Absent,2.0
4442,1362,2026-06-26,Present,1.5
4443,1362,2026-06-25,Present,3.0
4444,1362,2026-06-24,Present,0.0
4445,1362,2026-06-23,Present,1.5
4446,1362,2026-06-22,Present,0.0
4447,1362,2026-06-19,Leave,0.0
4448,1362,2026-06-18,Present,1.5
4449,1362,2026-06-17,Absent,0.0
4450,1362,2026-06-16,Present,1.5
4451,1362,2026-06-15,Present,2.0
4452,1362,2026-06-12,Present,0.0
4453,1412,2026-07-10,Present,2.0
4454,1412,2026-07-09,Present,2.0
4455,1412,2026-07-08,Leave,0.0
4456,1412,2026-07-07,Present,0.0
4457,1412,2026-07-06,Present,0.0
4458,1412,2026-07-03,Present,1.5
4459,1412,2026-07-02,Present,0.0
4460,1412,2026-07-01,Present,1.5
4461,1412,2026-06-30,Present,1.0
4462,1412,2026-06-29,Present,0.0
4463,1412,2026-06-26,Absent,2.0
